0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1723
0,0,0,0,0,0,0,1723,1724
0,0,0,0,0,0,0,1723,1725
0,0,0,0,0,0,0,1723,1726
0,0,0,0,0,0,1723,1724,1725
0,0,0,0,0,0,1723,1724,1726
0,0,0,0,0,0,1723,1725,1724
0,0,0,0,0,0,1723,1725,1726
0,0,0,0,0,0,1723,1726,0
0,0,0,0,0,0,1724,1725,1724
0,0,0,0,0,0,1724,1725,1726
0,0,0,0,0,0,1724,1726,0
0,0,0,0,0,0,1725,1724,1725
0,0,0,0,0,0,1725,1724,1726
0,0,0,0,0,0,1725,1726,0
0,0,0,0,0,0,1726,0,0
0,0,0,0,0,0,1726,0,1723
0,0,0,0,0,1723,0,0,1012
0,0,0,0,0,1723,0,0,1817
0,0,0,0,0,1723,0,1723,1012
0,0,0,0,0,1723,0,1723,1817
0,0,0,0,0,1723,1723,1724,1817
0,0,0,0,0,1723,1726,0,1012
0,0,0,0,1723,1724,0,1012,1009
0,0,0,0,1723,1724,0,1817,1013
0,0,0,0,1723,1724,1723,1817,1013
0,0,0,0,1723,1725,0,1012,1009
0,0,0,0,1723,1725,0,1817,1014
0,0,0,0,1723,1725,1723,1817,1014
0,0,0,0,1723,1726,0,1012,1011
0,0,0,0,1723,1726,0,1817,1011
0,0,0,0,1723,1726,1723,1012,1011
0,0,0,0,1723,1726,1723,1817,1011
0,0,0,1723,1724,1724,1012,1009,1009
0,0,0,1723,1724,1725,1012,1009,1009
0,0,0,1723,1724,1725,1817,1013,1014
0,0,0,1723,1724,1726,1012,1009,1011
0,0,0,1723,1724,1726,1817,1013,1011
0,0,0,1723,1725,1724,1012,1009,1009
0,0,0,1723,1725,1726,1012,1009,1011
0,0,0,1723,1725,1726,1817,1014,1011
0,0,0,1723,1726,0,1012,1011,0
0,0,0,1723,1726,0,1012,1011,1726
0,0,0,1723,1726,0,1817,1011,0
0,0,0,1723,1726,0,1817,1011,1726
0,0,0,1724,1724,1726,1009,1009,1011
0,0,0,1724,1725,1724,1009,1009,1009
0,0,0,1724,1725,1726,1009,1009,1011
0,0,0,1724,1725,1726,1013,1014,1011
0,0,0,1724,1726,0,1009,1011,0
0,0,0,1724,1726,0,1013,1011,0
0,0,0,1724,1726,0,1013,1011,1726
0,0,0,1725,1724,1725,1009,1009,1009
0,0,0,1725,1724,1726,1009,1009,1011
0,0,0,1725,1726,0,1009,1011,0
0,0,0,1725,1726,0,1014,1011,0
0,0,0,1725,1726,0,1014,1011,1726
0,0,0,1726,0,0,1011,0,0
0,0,0,1726,0,0,1011,0,1723
0,0,0,1726,0,0,1011,1725,1726
0,0,0,1726,0,0,1011,1726,0
0,0,0,1726,0,1723,1011,0,1012
0,0,1008,0,0,1008,0,0,1016
0,0,1008,0,0,1012,0,0,1016
0,0,1008,0,0,1012,0,1723,1012
0,0,1008,0,0,1012,1723,1724,1012
0,0,1008,0,0,1012,1725,1724,1012
0,0,1008,0,0,1016,0,0,0
0,0,1008,0,0,1016,0,0,1723
0,0,1008,1726,0,1016,1011,0,0
0,0,1012,0,0,1008,0,0,1008
0,0,1012,0,0,1008,0,0,1012
0,0,1012,0,0,1008,0,0,1016
0,0,1012,0,0,1012,0,1723,1012
0,0,1012,0,0,1012,1723,1724,1012
0,0,1012,0,0,1012,1725,1724,1012
0,0,1012,0,0,1016,0,0,0
0,0,1012,0,0,1016,0,0,1723
0,0,1012,0,1723,1012,0,1012,1009
0,0,1012,1723,1724,1012,1012,1009,1009
0,0,1012,1725,1724,1012,1009,1009,1009
0,0,1012,1726,0,1008,1011,0,1008
0,0,1012,1726,0,1008,1011,0,1016
0,0,1012,1726,0,1016,1011,0,0
0,0,1016,0,0,0,0,0,0
0,0,1016,0,0,0,0,0,1723
0,0,1016,0,0,0,1723,1724,1726
0,0,1016,0,0,0,1724,1725,1726
0,0,1016,0,0,0,1726,0,1723
0,0,1016,0,0,1723,0,0,1012
0,0,1016,0,0,1723,0,0,1016
0,0,1016,1726,0,0,1011,0,1723
0,0,1723,0,0,1012,0,0,1008
0,0,1723,0,0,1012,0,0,1012
0,0,1723,0,0,1012,0,0,1016
0,0,1723,0,0,1012,0,1723,1012
0,0,1723,0,0,1012,1723,1724,1012
0,0,1723,0,0,1012,1725,1724,1012
0,0,1723,0,0,1012,1726,0,1008
0,0,1723,0,0,1016,0,0,0
0,0,1723,0,0,1817,0,0,1008
0,0,1723,0,0,1817,0,0,1016
0,0,1723,0,0,1817,0,1723,1817
0,0,1723,0,1723,1012,0,1012,1009
0,0,1723,0,1723,1817,0,1817,1009
0,0,1723,0,1723,1817,1723,1817,1009
0,0,1723,0,1723,1817,1724,1817,1009
0,0,1723,1723,1724,1817,1817,1013,1009
0,0,1723,1726,0,1012,1011,0,1008
0,0,1723,1726,0,1012,1011,0,1016
0,0,1817,0,0,1008,0,0,1008
0,0,1817,0,0,1008,0,0,1016
0,0,1817,0,0,1016,0,0,0
0,0,1817,0,1723,1817,1723,1817,1009
0,0,1817,0,1723,1817,1724,1817,1009
0,1008,1009,0,1008,1009,0,1016,1009
0,1008,1009,0,1008,1009,0,1016,1017
0,1008,1009,0,1008,1009,0,1016,1019
0,1008,1009,0,1008,1011,0,1016,1019
0,1008,1009,0,1012,1009,0,1016,1009
0,1008,1009,0,1012,1009,0,1016,1017
0,1008,1009,0,1012,1009,0,1016,1018
0,1008,1009,0,1012,1009,1724,1012,1009
0,1008,1009,0,1016,1009,0,0,1008
0,1008,1009,0,1016,1009,0,0,1016
0,1008,1009,0,1016,1017,0,0,0
0,1008,1009,0,1016,1017,0,1723,1724
0,1008,1009,0,1016,1018,0,0,0
0,1008,1009,0,1016,1019,0,0,0
0,1008,1011,0,1008,1011,0,1016,1019
0,1008,1011,0,1012,1015,0,1016,1019
0,1008,1011,0,1012,1015,1723,1012,1011
0,1008,1011,0,1012,1015,1724,1012,1011
0,1008,1011,0,1016,1019,0,0,0
0,1008,1011,0,1016,1019,0,1723,1726
0,1012,1009,0,1008,1009,0,1008,1009
0,1012,1009,0,1008,1009,0,1012,1009
0,1012,1009,0,1008,1009,0,1016,1009
0,1012,1009,0,1008,1009,0,1016,1017
0,1012,1009,0,1008,1009,0,1016,1018
0,1012,1009,0,1012,1009,1724,1012,1009
0,1012,1009,0,1016,1009,0,0,1008
0,1012,1009,0,1016,1009,0,0,1012
0,1012,1009,0,1016,1009,0,0,1016
0,1012,1009,0,1016,1017,0,0,0
0,1012,1009,0,1016,1017,0,1723,1724
0,1012,1009,0,1016,1018,0,0,0
0,1012,1009,1723,1012,1009,1012,1009,1011
0,1012,1009,1724,1012,1009,1009,1009,1009
0,1012,1011,0,1008,1011,0,1008,1011
0,1012,1011,0,1008,1011,0,1012,1015
0,1012,1011,0,1008,1011,0,1016,1019
0,1012,1011,0,1012,1009,1723,1012,1009
0,1012,1011,0,1012,1011,1723,1012,1009
0,1012,1011,0,1012,1011,1723,1012,1011
0,1012,1011,0,1012,1015,1723,1012,1011
0,1012,1011,0,1012,1015,1724,1012,1011
0,1012,1011,0,1016,1019,0,0,0
0,1012,1011,0,1016,1019,0,1723,1726
0,1012,1011,1723,1012,1009,1012,1009,1009
0,1012,1011,1723,1012,1011,1012,1009,1009
0,1012,1011,1723,1012,1011,1012,1009,1011
0,1012,1011,1724,1012,1011,1009,1009,1009
0,1012,1015,0,1016,1019,0,0,0
0,1012,1015,1723,1012,1011,1012,1009,1009
