0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,301
0,0,0,0,0,0,0,0,345
0,0,0,0,0,0,0,301,302
0,0,0,0,0,0,0,301,303
0,0,0,0,0,0,0,345,0
0,0,0,0,0,0,301,302,302
0,0,0,0,0,0,301,302,303
0,0,0,0,0,0,301,303,0
0,0,0,0,0,0,302,302,303
0,0,0,0,0,0,302,303,0
0,0,0,0,0,0,303,0,0
0,0,0,0,0,0,303,0,301
0,0,0,0,0,0,345,0,0
0,0,0,0,0,301,0,0,304
0,0,0,0,0,301,0,0,307
0,0,0,0,0,301,0,301,310
0,0,0,0,0,301,301,302,310
0,0,0,0,0,301,302,302,310
0,0,0,0,0,301,303,0,304
0,0,0,0,0,345,0,0,348
0,0,0,0,0,345,0,301,351
0,0,0,0,0,345,301,302,348
0,0,0,0,0,345,301,302,351
0,0,0,0,0,345,302,302,351
0,0,0,0,301,302,0,304,305
0,0,0,0,301,302,0,304,347
0,0,0,0,301,302,0,304,350
0,0,0,0,301,302,0,307,308
0,0,0,0,301,302,0,307,344
0,0,0,0,301,302,0,307,346
0,0,0,0,301,302,301,310,305
0,0,0,0,301,302,301,310,347
0,0,0,0,301,302,301,310,350
0,0,0,0,301,302,302,310,305
0,0,0,0,301,302,302,310,347
0,0,0,0,301,303,0,304,306
0,0,0,0,301,303,0,304,311
0,0,0,0,301,303,301,310,311
0,0,0,0,301,303,302,310,311
0,0,0,0,345,0,0,348,0
0,0,0,0,345,0,301,351,303
0,0,0,0,345,0,302,348,302
0,0,0,0,345,0,302,351,302
0,0,0,301,302,302,304,305,305
0,0,0,301,302,302,304,305,347
0,0,0,301,302,302,304,305,350
0,0,0,301,302,302,304,347,305
0,0,0,301,302,302,304,347,347
0,0,0,301,302,302,304,347,350
0,0,0,301,302,302,304,350,347
0,0,0,301,302,302,304,350,350
0,0,0,301,302,302,307,308,308
0,0,0,301,302,302,307,308,344
0,0,0,301,302,302,307,308,346
0,0,0,301,302,302,310,305,305
0,0,0,301,302,302,310,305,350
0,0,0,301,302,302,310,350,305
0,0,0,301,302,303,304,305,306
0,0,0,301,302,303,304,347,306
0,0,0,301,302,303,310,305,311
0,0,0,301,302,303,310,347,311
0,0,0,301,303,0,304,306,0
0,0,0,301,303,0,304,311,302
0,0,0,301,303,0,310,311,302
0,0,0,301,303,0,310,311,303
0,0,0,302,302,302,308,308,344
0,0,0,302,302,302,308,308,346
0,0,0,302,302,302,343,308,308
0,0,0,302,302,302,346,308,308
0,0,0,302,302,303,305,305,306
0,0,0,302,302,303,305,305,311
0,0,0,302,302,303,305,350,311
0,0,0,302,302,303,308,308,309
0,0,0,302,302,303,343,308,309
0,0,0,302,302,303,346,308,309
0,0,0,302,302,303,347,305,306
0,0,0,302,302,303,347,350,306
0,0,0,302,302,303,350,305,311
0,0,0,302,302,303,350,347,306
0,0,0,302,302,303,350,350,306
0,0,0,302,303,0,305,306,0
0,0,0,302,303,0,305,311,302
0,0,0,302,303,0,305,311,303
0,0,0,302,303,0,308,309,0
0,0,0,302,303,0,343,306,0
0,0,0,302,303,0,343,309,0
0,0,0,302,303,0,346,309,0
0,0,0,302,303,0,347,306,0
0,0,0,302,303,0,347,311,302
0,0,0,302,303,0,347,311,303
0,0,0,302,303,0,350,306,0
0,0,0,302,303,0,350,311,302
0,0,0,302,303,0,350,311,303
0,0,0,302,303,0,352,311,303
0,0,0,303,0,0,306,0,0
0,0,0,303,0,0,309,0,0
0,0,0,303,0,0,311,302,302
0,0,0,303,0,0,311,302,303
0,0,0,303,0,0,311,303,0
0,0,0,303,0,301,306,0,304
0,0,0,303,0,301,309,0,304
0,0,0,303,0,301,309,0,307
0,0,0,345,0,0,348,0,0
0,0,0,345,0,0,348,302,303
